word_form	frequency	length
wydana	2	6
odnowionej	2	10
uncertain	2	9
assist	2	6
remain	2	6
economies	2	9
problems	2	8
synergies	2	9
lack	2	4
does	2	4
landscape	2	9
life	2	4
coherent	2	8
chain	2	5
human	2	5
version	2	7
resulting	2	9
except	2	6
complementarity	2	15
filarów	2	7
rynkowej	2	8
stanęłoby	2	9
narastających	2	13
odzwierciedla	2	13
rolnicza	2	8
bogactwo	2	8
żywnościowych	2	13
dziedzictwo	2	11
przyrody	2	8
naprzód	2	7
dotychczasowe	2	13
pobudzały	2	9
obniżanie	2	9
dopłat	2	6
niezwiązanych	2	13
rolników	2	8
sygnały	2	7
rynkowe	2	7
generowane	2	10
wielkością	2	10
dobrostanu	2	10
zwierząt	2	8
współzależności	2	15
wzmacnia	2	8
doręczania	2	10
sądowych	2	8
pozasądowych	2	12
9a	2	2
znajdujące	2	10
jednostka	2	9
przyjmująca	2	11
odbiorcę	2	8
ustnie	2	6
posługując	2	10
standardowym	2	12
formularzem	2	11
znajdującym	2	11
odmówić	2	7
dokumentu	2	9
doręczony	2	9
dostarczenia	2	12
odesłanie	2	9
tygodnia	2	8
tłumaczenie	2	11
odbiorca	2	8
rozumie	2	7
przyjmującego	2	13
przyjmującym	2	12
nastąpić	2	8
doręczenie	2	10
urzędowy	2	8
promieniowanie	2	14
optyczne	2	8
vibrations	2	10
electromagnetic	2	15
decided	2	7
april	2	5
exclude	2	7
formally	2	8
strasbourg	2	10
trialogue	2	9
compromises	2	11
limiting	2	8
adverse	2	7
found	2	5
niniejsza	2	9
szybkim	2	7
santa	2	5
feira	2	5
ustalenia	2	9
zwalczaniem	2	11
prawach	2	7
społecznemu	2	11
modernizacji	2	12
demograficznych	2	15
pozostają	2	9
godności	2	8
spełnieniu	2	10
pociąga	2	7
walkę	2	5
poważnymi	2	9
statystykami	2	12
ludność	2	7
starzeje	2	8
aktywnych	2	9
przypada	2	8
aktualnie	2	9
emeryturze	2	10
ulegnie	2	7
zmianie	2	7
wzrosnąć	2	8
czynnych	2	8
równości	2	8
omawia	2	6
walka	2	5
pozostaje	2	9
wysoki	2	6
zagrożonych	2	11
poziomy	2	7
bezrobocie	2	10
wysokie	2	7
wymiar	2	6
towarzyszącym	2	13
dotykają	2	8
aktywności	2	10
utrzymać	2	8
promujące	2	9
ustalając	2	9
kobieta	2	7
wychowuje	2	9
dziecko	2	7
starsze	2	7
ofiary	2	6
ludźmi	2	6
godzenie	2	8
medycznych	2	10
godziwych	2	9
dbać	2	4
cech	2	4
określonej	2	10
ułatwiania	2	10
zwiększania	2	11
społeczeństwo	2	13
kształceniem	2	12
zwalczenia	2	10
zniwelować	2	10
bezrobotnych	2	12
eliminację	2	10
wskaźniki	2	9
eurostatu	2	9
narodzin	2	8
trend	2	5
wspierających	2	13
typy	2	4
socjalne	2	8
opieką	2	6
wstępnym	2	8
młodzieży	2	9
szczególny	2	10
pokolenie	2	9
utrudniających	2	14
zachęcanie	2	10
dłuższego	2	9
pozostawania	2	12
wsparły	2	7
ułatwiając	2	10
wartościowych	2	13
równe	2	5
płacy	2	5
postrzegany	2	11
cierpią	2	7
niepracujących	2	14
starzeniem	2	10
społeczeństw	2	12
nurt	2	4
wspomnianych	2	12
zamiar	2	6
rokiem	2	6
starzenie	2	9
kompleksowych	2	13
likwidacji	2	10
produktywność	2	13
dodatkowego	2	11
zapewniały	2	10
ubezpieczeń	2	11
poświęcić	2	9
średniej	2	8
kandydujących	2	13
eradication	2	11
combat	2	6
fight	2	5
eliminating	2	11
raising	2	7
denmark	2	7
slovenia	2	8
ireland	2	7
unemployment	2	12
leaving	2	7
family	2	6
disability	2	10
discrimination	2	14
modernisation	2	13
decent	2	6
minorities	2	10
care	2	4
processes	2	9
gender	2	6
baltic	2	6
poland	2	6
slovakia	2	8
technological	2	13
disparities	2	11
assure	2	6
skill	2	5
disadvantaged	2	13
compounding	2	11
stosunku	2	8
nierównym	2	9
traktowaniem	2	12
płeć	2	4
gorsze	2	6
politykach	2	10
pochodzące	2	10
formami	2	7
sprzyjające	2	11
jakimi	2	6
borykają	2	8
opiekuńczego	2	12
zaproponowania	2	14
emine	2	5
bozkurt	2	7
cabrnoch	2	8
harlem	2	6
désir	2	5
roger	2	5
helmer	2	6
pier	2	4
panzeri	2	7
mikko	2	5
rezolucje	2	9
kapitale	2	8
przemianom	2	10
przemysłowa	2	11
antycypowania	2	13
przemyśle	2	9
nieuniknione	2	12
rodzaj	2	6
międzysektorowe	2	15
wewnątrzsektorowe	2	17
zlecanie	2	8
zamknięcie	2	10
fuzje	2	5
przejęcie	2	9
powstawanie	2	11
otwarciem	2	9
promowaniem	2	11
spójnością	2	10
trwałym	2	7
ustawicznego	2	12
mobilność	2	9
promować	2	8
antycypację	2	11
natychmiastowego	2	16
fałszerstwa	2	11
zacofania	2	9
substancji	2	10
dostosowawcze	2	13
europejscy	2	10
zdolnością	2	10
efrr	2	4
efs	2	3
przedsiębiorstwo	2	16
kategorii	2	9
ofiarami	2	8
ukrytych	2	8
strukturalnego	2	14
lepiej	2	6
stymulujący	2	11
ukierunkowany	2	13
odegrała	2	8
towarzyszenia	2	13
przebiegać	2	10
pozwolić	2	8
rolne	2	5
spożywcze	2	9
ustanowionym	2	12
dyrektywie	2	10
reklamy	2	7
rozporządzeniem	2	15
specyficzny	2	11
uzupełniające	2	13
identyfikacja	2	13
wyprodukowanych	2	15
łatwiejsza	2	10
szybsza	2	7
używanie	2	8
zapisów	2	7
przewidując	2	11
rozsądny	2	8
termin	2	6
symbolu	2	7
produktu	2	8
tradycyjny	2	10
dowiedzione	2	11
bodźce	1	6
pkt	1	3
bielan	1	6
gerardo	1	7
galeote	1	7
quecedo	1	7
sérgio	1	6
marques	1	7
nicholson	1	9
niepublikowane	1	14
wykonujących	1	12
trasie	1	6
producent	1	9
miesięcy	1	8
17a	1	3
urzędem	1	7
przedstawi	1	10
powiadomienia	1	13
stwierdzającą	1	13
właściwościach	1	14
posiadającemu	1	13
udostępnia	1	10
zawieszone	1	10
cofnięte	1	8
holger	1	6
krahmer	1	7
ouzký	1	5
adriana	1	7
poli	1	4
bortone	1	7
berlinguer	1	10
masiel	1	6
a5	1	2
monetarną	1	9
eurozone	1	8
macroeconomic	1	13
overcoming	1	10
deficiencies	1	12
become	1	6
distinguishing	1	14
analysing	1	9
compilation	1	11
reactions	1	9
saving	1	6
profitability	1	13
nonfinancial	1	12
businesses	1	10
rapporteur's	1	12
functioning	1	11
require	1	7
reaction	1	8
adjusting	1	9
sphere	1	6
collect	1	7
infraannual	1	11
statistics	1	10
transactions	1	12
strongly	1	8
call	1	4
my	1	2
vital	1	5
scheduled	1	9
zsolt	1	5
becsey	1	6
udo	1	3
bullmann	1	8
ieke	1	4
burg	1	4
cirino	1	6
pomicino	1	8
christian	1	9
ehler	1	5
sophia	1	6
veld	1	4
wolf	1	4
klinz	1	5
lauk	1	4
purvis	1	6
radwan	1	6
rosati	1	6
skinner	1	7
sahra	1	5
wagenknecht	1	11
lars	1	4
wohlin	1	6
charles	1	7
tannock	1	7
c6	1	2
error	1	5
bookmark	1	8
odrzuca	1	7
rule	1	4
opiniae	1	7
niewydanae	1	10
zīle28	1	6
sylwester	1	9
chruszcz	1	8
stanisław	1	9
jałowiecki	1	10
zile	1	4
fausto	1	6
correia	1	7
tegoż	1	5
dostawców	1	9
danutė	1	6
budreikaitė	1	11
alexandra	1	9
dobolyi	1	7
hybášková	1	9
filip	1	5
kaczmarek	1	9
glenys	1	6
kinnock	1	7
ģirts	1	5
kristovskis	1	11
miguel	1	6
angel	1	5
gay	1	3
mitchell	1	8
morgantini	1	10
pinior	1	6
schapira	1	8
jürgen	1	6
schröder	1	8
feleknas	1	8
uca	1	3
gomes	1	5
statutu	1	7
confirm	1	7
acquires	1	8
act	1	3
registration	1	12
insufficiently	1	14
reprezentowane	1	14
rachunek	1	8
powołać	1	7
składające	1	10
inconsistent	1	12
unjustifiable	1	13
ustanawiająca	1	13
ugrupowanie	1	11
opublikowana	1	12
uznawana	1	8
uzyskaniu	1	9
osobowości	1	10
uczestników	1	11
opublikowany	1	12
harmonious	1	10
attain	1	6
allocating	1	10
stressed	1	8
miller	1	6
cushnahan	1	9
poetschki	1	9
introducing	1	11
success	1	7
interreg	1	8
outside	1	7
comprising	1	10
erdf	1	4
esf	1	3
external	1	8
relating	1	8
preaccession	1	12
neighbourly	1	11
relations	1	9
neighbourhood	1	13
memorandum	1	10
preamble	1	8
ect	1	3
encountered	1	11
differing	1	9
settingup	1	9
cooperative	1	11
recourse	1	8
optional	1	8
title	1	5
affect	1	6
validity	1	8
negotiating	1	11
multilateral	1	12
composition	1	11
hereinafter	1	11
oversight	1	9
confine	1	7
assigned	1	8
exist	1	5
possibilities	1	13
carries	1	7
decides	1	7
delegate	1	8
specifies	1	9
dissolutionarticle	1	18
parties	1	7
enforcement	1	11
situated	1	8
seat	1	4
specify	1	7
list	1	4
exhaustive	1	10
dissolution	1	11
adequately	1	10
supervision	1	11
adding	1	6
governing	1	9
free	1	4
epresentation	1	13
deleting	1	8
announced	1	9
instant	1	7
istván	1	6
pálfi	1	5
poignant	1	8
alfredo	1	7
antoniozzi	1	10
przedstawiła	1	12
kolejny	1	7
galileo	1	7
egnos	1	5
zastępuje	1	9
harmonizuje	1	11
prawodawstwach	1	14
odzyskiwania	1	12
niekwestionowanych	1	18
długów	1	6
dodatkową	1	9
wierzyciela	1	11
ustanawia	1	9
upraszczające	1	13
transgranicznych	1	16
umocowanie	1	10
transgranicznego	1	16
służy	1	5
viktória	1	8
mohácsi	1	7
szejna	1	6
józsef	1	6
szájer	1	6
ljudmila	1	8
novak	1	5
angielski	1	9
complementary	1	13
accreditation	1	13
unnecessary	1	11
ea	1	2
dokładały	1	9
starały	1	7
ponadnarodową	1	13
akredytację	1	11
dokonaną	1	8
agencję	1	7
wymienioną	1	10
rejestrze	1	9
renomy	1	6
podestà	1	7
fernanda	1	8
rudi	1	4
ubeda	1	5
jacques	1	7
toubon	1	6
wuermeling	1	10
hedh	1	4
henrik	1	6
dam	1	3
kristensen	1	10
phillip	1	7
whitehead	1	9
janelly	1	7
fourtou	1	7
anneli	1	6
jäätteenmäki	1	12
stefano	1	7
zappalà	1	7
budżetowa	1	9
przedłożyła	1	11
korektę	1	7
podkreślił	1	10
ostatecznej	1	11
ściślejszych	1	12
zaprzyjaźnionymi	1	16
kredytowe	1	9
koncesje	1	8
kredyty	1	7
preferencyjnie	1	14
oprocentowane	1	13
necessitate	1	11
corresponding	1	13
surmount	1	8
prior	1	5
13a	1	3
serve	1	5
subsidies	1	9
encouraging	1	11
pointing	1	8
alternatives	1	12
experience	1	10
gained	1	6
opiniodawcza	1	12
wstrzymało	1	10
busquin	1	7
lie	1	3
heart	1	5
gains	1	5
realised	1	8
advantaged	1	10
remoter	1	7
gain	1	4
greatly	1	7
movement	1	8
persons	1	7
impetus	1	7
keystone	1	8
incorporated	1	12
outline	1	7
highlevel	1	9
accordingly	1	11
gave	1	4
removing	1	8
bottlenecks	1	11
railways	1	8
waterways	1	9
shortsea	1	8
shipping	1	8
intermodal	1	10
operations	1	10
despite	1	7
availability	1	12
appropriation	1	13
community's	1	11
slow	1	4
disappointing	1	13
conclude	1	8
catalyst	1	8
attracting	1	10
amend	1	5
determine	1	9
sets	1	4
allows	1	6
focuses	1	7
coincides	1	9
axiomatic	1	9
writing	1	7
exceptional	1	11
border	1	6
adequacy	1	8
emphasise	1	9
firstly	1	7
secondly	1	8
enlargement	1	11
thirty	1	6
opposed	1	7
fourteen	1	8
thirdly	1	7
agenda	1	6
assumed	1	7
viewed	1	6
absolute	1	8
signed	1	6
draftsman's	1	11
concerns	1	8
inspection	1	10
ability	1	7
proper	1	6
parallel	1	8
calls	1	5
incorporate	1	11
disable	1	7
undermine	1	9
supplementing	1	13
highlighted	1	11
forming	1	7
5a	1	2
nos	1	3
attained	1	8
adhered	1	7
tributary	1	9
continuity	1	10
differentiating	1	15
15a	1	3
seek	1	4
publicprivate	1	13
contractual	1	11
endeavouring	1	12
spread	1	6
3a	1	2
connect	1	7
rest	1	4
seaports	1	8
hinterland	1	10
simultaneously	1	14
thereof	1	7
waterway	1	8
started	1	7
committed	1	9
schedule	1	8
segment	1	7
completing	1	10
adjoining	1	9
segments	1	8
wholly	1	6
territories	1	11
submission	1	10
inspections	1	11
participate	1	11
paragraphs	1	10
cancellation	1	12
suspension	1	10
discontinuance	1	14
abstentions	1	11
ashworth	1	8
reimer	1	6
böge	1	4
dombrovskis	1	11
bárbara	1	7
hynek	1	5
fajmon	1	6
salvador	1	8
garriga	1	7
polledo	1	7
gräßle	1	6
guyquint	1	8
ville	1	5
itälä	1	5
sergej	1	6
kozlík	1	6
krzysztof	1	9
kuźmiuk	1	7
lewandowski	1	11
maňka	1	5
onesta	1	6
pittella	1	8
wojciech	1	8
roszkowski	1	10
nina	1	4
škottová	1	8
helga	1	5
trüpel	1	6
yannick	1	7
vaugrenard	1	10
ralf	1	4
walter	1	6
marilisa	1	8
xenogiannakopoulou	1	18
emil	1	4
saryuszwolski	1	13
poprawiony	1	10
tabela	1	6
przypis	1	7
jednosilnikowe	1	14
żurawie	1	7
samojezdne	1	10
outdoors	1	8
stages	1	6
came	1	4
starting	1	8
experts	1	7
impossible	1	10
rollers	1	7
plates	1	6
rammers	1	7
dozers	1	6
loaders	1	7
counterbalanced	1	15
lift	1	4
trucks	1	6
pavers	1	6
concrete	1	8
breakers	1	8
picks	1	5
mowers	1	6
lawnedge	1	8
fresh	1	5
adjustment	1	10
imminent	1	8
treatment	1	9
did	1	3
rise	1	4
controversy	1	11
described	1	9
uncontroversial	1	15
commented	1	9
substance	1	9
reservations	1	12
remarked	1	8
complied	1	8
attributed	1	10
achievable	1	10
ago	1	3
expected	1	8
manufacturers	1	13
guaranteed	1	10
certainty	1	9
products	1	8
disruption	1	10
avoided	1	7
sprawozdawcy	1	12
horst	1	5
schnellhardt	1	12
pál	1	3
powszechnych	1	12
wyborach	1	8
wyrok	1	5
wagner	1	6
fohrmann	1	8
krier	1	5
wybot	1	5
faure	1	5
inni	1	4
toczącej	1	8
francuskimi	1	11
sądowymi	1	8
postanowiono	1	12
francuski	1	9
kasacyjny	1	9
zastosował	1	10
orzeczeniu	1	10
umowa	1	5
żadna	1	5
konstytucyjna	1	13
pozwalają	1	9
orzec	1	5
stosuje	1	7
pozbawiając	1	11
faktycznych	1	11
orzeczenie	1	10
kasacyjnego	1	11
prawomocne	1	10
dopuszczalne	1	12
wniósł	1	6
protokół	1	8
odmowa	1	6
naruszenie	1	10
sądownictwa	1	11
wynika	1	6
pociągnięte	1	11
orzeczeniem	1	11
sądowego	1	8
köbler	1	6
czuwającej	1	10
stosowaniem	1	11
postanawia	1	10
przeciwko	1	9
republice	1	9
władzom	1	7
uchybienie	1	10
wnioskował	1	10
przyznanie	1	10
równorzędnej	1	12
nadzorowaniu	1	12
wykonawczą	1	10
odzwierciedlenia	1	16
legislacyjnych	1	14
uroczystym	1	10
oświadczeniu	1	12
poparła	1	7
zaproponowała	1	13
prerogatyw	1	10
ustawodawczych	1	14
ustalonego	1	10
ograniczenie	1	12
zdaniu	1	6
wyrazy	1	6
możliwością	1	11
zaproponowanych	1	15
konkursie	1	9
zgłoszenia	1	10
mianowaniem	1	11
niezwłocznie	1	12
wzywany	1	7
zdjęty	1	6
organismes	1	10
décentralisés	1	13
institués	1	9
pilier	1	6
soulève	1	7
problème	1	8
évidence	1	8
l'utilisation	1	13
renouvelable	1	12
divers	1	6
reflète	1	7
libellé	1	7
paragraphe	1	10
relatifs	1	8
juges	1	5
cour	1	4
luxembourg	1	10
l'application	1	13
simplifiée	1	10
exclue	1	6
résulte	1	7
onéreuse	1	8
prévue	1	6
proroger	1	8
remédier	1	8
difficulté	1	10
modifier	1	8
votre	1	5
approuve	1	8
saisit	1	6
conférer	1	8
procédures	1	10
4b	1	2
zaproponowaną	1	13
powoływany	1	10
wyłonionych	1	11
naboru	1	6
ogłoszonego	1	11
zaproszenia	1	11
organie	1	7
powołaniem	1	10
proszony	1	8
najszybsze	1	10
złożenie	1	8
zajmowanego	1	11
zwięzłe	1	7
odbyć	1	5
odwoływany	1	10
udokumentowane	1	14
lotnictwa	1	9
cywilnego	1	9
większością	1	11
czwartych	1	9
categorised	1	11
nominated	1	9
recently	1	8
simply	1	6
incumbent	1	9
thinks	1	6
poses	1	5
followed	1	8
commissioners	1	13
launched	1	8
hamper	1	6
sort	1	4
extended	1	8
assesses	1	8
stosownym	1	9
kathalijne	1	10
buitenweg	1	9
cashman	1	7
giusto	1	6
catania	1	7
coelho	1	6
agustín	1	7
díaz	1	4
mera	1	4
consuegra	1	9
díez	1	4
kinga	1	5
gál	1	3
gaubert	1	7
adeline	1	7
hazan	1	5
lívia	1	5
járóka	1	6
klamt	1	5
magda	1	5
kósáné	1	6
kovács	1	6
wolfgang	1	8
kreissldörfler	1	14
kudrycka	1	8
lambrinidis	1	11
sarah	1	5
ludford	1	7
inger	1	5
segelström	1	10
tatjana	1	7
ždanoka	1	7
deprez	1	6
genowefa	1	8
grabowska	1	9
sylviayvonne	1	12
kaufmann	1	8
marieline	1	9
reynaud	1	7
sprawe	1	6
kandydatki	1	10
nominowanej	1	11
urodzona	1	8
carna	1	5
galway	1	6
mężatka	1	7
synów	1	5
absolwentka	1	11
carysfort	1	9
teacher	1	7
college	1	7
nauczycielskie	1	14
blackrock	1	9
posłanka	1	8
éireann	1	7
spoczynku	1	9
mianowana	1	9
parlamentarnego	1	15
pierwsza	1	8
kobietaminister	1	15
otrzymała	1	9
wiceprzewodniczącą	1	18
parlamentarnej	1	14
rozpadu	1	7
piastowała	1	10
przewodniczyła	1	14
międzyresortowej	1	16
odpowiadając	1	12
radom	1	5
jedenaście	1	10
największych	1	12
państwowych	1	11
prowadził	1	9
negocjacje	1	10
pojednaniu	1	10
pracowała	1	9
biznesowy	1	9
dyrektorem	1	10
niewykonawczym	1	14
cotygodniową	1	12
felietonistką	1	13
dziennika	1	9
irish	1	5
prezenterką	1	11
irlandzkojęzycznej	1	18
stacji	1	6
telewizyjnej	1	12
tg4	1	3
zwierzęcego	1	11
roślinnego	1	10
zajmujący	1	9
najwyższe	1	9
niezadowolona	1	13
wystawiał	1	9
budżetowego	1	11
zakwestionował	1	14
scenariuszu	1	11
uzyskały	1	8
określacie	1	10
chciałaby	1	9
jasność	1	7
niepokoi	1	8
długiego	1	8
negatywna	1	9
czytelnego	1	10
wystawiania	1	11
jasności	1	8
klarowny	1	8
wprowadzone	1	11
ważniejsze	1	10
ulepszać	1	8
wyrażona	1	8
określono	1	9
doskonałej	1	10
poprawiała	1	10
dają	1	4
prawidłowy	1	10
dokładny	1	8
znanej	1	6
przedmiotowe	1	12
transakcje	1	10
niezadowalająca	1	15
długi	1	5
podmiotu	1	8
podlegającego	1	13
umożliwiający	1	13
zdaję	1	5
zwracał	1	7
baczną	1	6
wykonywać	1	9
tamtym	1	6
dobrą	1	5
stosowaną	1	9
zdecydował	1	10
żmudnego	1	8
testów	1	6
państwu	1	7
odzwierciedlały	1	15
rzeczywistość	1	13
niezadowalające	1	15
niezmiernie	1	11
skoncentrowania	1	15
sprawozdaniom	1	13
zaangażowaniu	1	13
wytrwałości	1	11
komisarzy	1	9
podwładnych	1	11
szersza	1	7
infrastruktura	1	14
finansowobudżetowa	1	18
poprawia	1	8
zintegrowany	1	12
iacs	1	4
rolnictwie	1	10
stosowany	1	9
spełnienie	1	10
składanie	1	9
obowiązującymi	1	14
październikowe	1	14
pożyteczną	1	10
inicjatywą	1	10
zapewniło	1	9
omówienia	1	9
ogólnowspólnotowych	1	19
opisana	1	7
zapewnianie	1	11
cennym	1	6
przygotowana	1	12
mapa	1	4
drogowa	1	7
wskazująca	1	10
przełomem	1	9
podkreślaniu	1	12
dopuszczalny	1	12
dopracowywaliśmy	1	16
audytowych	1	10
widzimy	1	7
podkreślanie	1	12
słabości	1	8
zalecanie	1	9
podejściem	1	10
weźmie	1	6
uzyskać	1	7
podatnicy	1	9
wiedzieli	1	9
stróż	1	5
gotowy	1	6
wszystkiemu	1	11
popularna	1	9
zawiódłby	1	9
informowałby	1	12
przedstawiającego	1	17
korzystnie	1	10
przyczynił	1	10
mieści	1	6
stosunkowo	1	10
krótkim	1	7
ogromną	1	7
ilość	1	5
przygotowywania	1	15
wyjaśnione	1	10
chciałabym	1	10
udostępniane	1	12
kontrolowanymi	1	14
zeszłym	1	7
odniesiono	1	10
zestawień	1	9
pojedynczych	1	12
omówiono	1	8
szczegółowości	1	14
niemożliwy	1	10
nieczytelnym	1	12
niemniej	1	8
kontynuować	1	11
czytelność	1	10
ostrożności	1	11
komunikaty	1	10
zniekształcane	1	14
niewłaściwie	1	12
zrezygnował	1	11
publikowania	1	12
informacja	1	10
szeroko	1	7
interpretowana	1	14
prasę	1	5
wskaźnik	1	8
publikowane	1	11
media	1	5
informowane	1	11
notatki	1	7
prasowe	1	7
prasowych	1	9
stosunkami	1	10
chętnie	1	7
odwiedzających	1	14
odwiedziło	1	10
rozplanowanie	1	13
wprowadzono	1	11
zapewniono	1	10
rozdziałów	1	10
wymowne	1	7
nagłówki	1	8
użytkownika	1	11
tabele	1	6
wykresy	1	7
rozpoczęto	1	10
specjalny	1	9
doprowadzi	1	10
zaakceptowana	1	13
wdrażaniem	1	10
osiąganiem	1	10
urzędnicy	1	9
wchodzący	1	9
przygotowani	1	12
gospodarne	1	10
przydzielonych	1	14
pielęgnowana	1	12
dające	1	6
pewność	1	7
prowadzą	1	8
skuteczny	1	9
najmniejszym	1	12
kosztem	1	7
istotna	1	7
szkolenie	1	9
kadr	1	4
mamy	1	4
formalnego	1	10
naszym	1	6
wszelkiego	1	10
zrozumieniu	1	11
omawianych	1	10
odbywał	1	7
wyznaczoną	1	10
spośród	1	7
osobę	1	5
kontaktową	1	10
komunikację	1	11
osobista	1	8
pozostawanie	1	12
potrzebują	1	10
pozostanie	1	10
wyborze	1	7
wyrażane	1	8
pewnego	1	7
zaniepokojenia	1	14
czego	1	5
dowodzi	1	7
wnioskami	1	9
wybrani	1	7
konkretny	1	9
zapewniam	1	9
przedmiotowej	1	13
szczery	1	7
regulujących	1	12
wcześniejszych	1	14
konsolidacyjnych	1	16
ostatniej	1	9
nowelizacja	1	11
wchodzi	1	7
przeprowadzanie	1	15
okazały	1	7
wnioskach	1	9
podkreśliła	1	11
uwzględniła	1	11
alternatywa	1	11
odwróciłyby	1	11
bieg	1	4
osłabiły	1	8
którykolwiek	1	12
prawdziwych	1	11
zastosowała	1	11
nasuwa	1	6
alternatywy	1	11
wyjątki	1	7
poszerzane	1	10
sprawdzane	1	10
późniejszym	1	11
zaplanowano	1	11
spotkanie	1	9
grässle	1	7
wymienimy	1	9
poglądy	1	7
stanowiłyby	1	11
sprawozdawcze	1	13
postrzegają	1	11
powiedziano	1	11
zaakceptują	1	11
ogólną	1	6
prezes	1	6
holenderskiego	1	14
powiedział	1	10
wszelkim	1	8
próbom	1	6
zna	1	3
znaczy	1	6
dwudziestu	1	10
przepływ	1	8
użytecznych	1	11
dwukierunkowo	1	13
krajowi	1	7
audytorzy	1	9
składający	1	10
szefów	1	6
pełnomocnik	1	11
kontaktów	1	9
zachowaniem	1	11
próbuje	1	7
nieuzasadnionego	1	16
powielania	1	10
musiały	1	7
wpłacać	1	7
finansowany	1	11
przecież	1	8
podatników	1	10
jakiejkolwiek	1	13
przywódcy	1	9
wyrazili	1	8
urzędujący	1	10
wypowiadanie	1	12
niewłaściwe	1	11
zachodzące	1	10
budżetowania	1	12
informatyki	1	11
mapę	1	4
ponownej	1	8
najlepszej	1	10
mandatu	1	7
uroczyście	1	10
zobowiązałam	1	12
spełnienia	1	10
dotrzymałam	1	11
czynić	1	6
sprawowania	1	11
przeze	1	6
rozporządzeniu	1	14
wykonuję	1	8
poszanowaniem	1	13
posiadałam	1	10
interesu	1	8
wybrana	1	7
eireann	1	7
piastowałam	1	11
sekretarz	1	9
parlamentarny	1	13
przewodnicząca	1	14
rozpoczęłam	1	11
rolnictwo	1	9
odpowiadałam	1	12
cukier	1	6
tytoń	1	5
banany	1	6
paszowy	1	7
warzywa	1	7
krótkiego	1	9
przyjęliśmy	1	11
opublikowaliśmy	1	15
cukru	1	5
zyskało	1	7
wskazaliśmy	1	11
interwencją	1	11
opowiedzieliśmy	1	15
stwierdzam	1	10
podlega	1	7
odchodziłam	1	11
tytoniem	1	8
druga	1	5
bananów	1	7
obejmowała	1	10
interwencję	1	11
suszem	1	6
paszowym	1	8
styczniu	1	8
nd	1	2
eports	1	6
otrzymałam	1	10
rangą	1	5
oordination	1	11
valuation	1	9
ssurance	1	8
odpowiedzialni	1	14
rolą	1	4
należała	1	8
przewodniczenie	1	15
posiedzeniom	1	12
znajdowaniu	1	11
dopuszczalnych	1	14
miałam	1	6
przywilej	1	9
metodologią	1	11
programowaniem	1	14
zatwierdzonych	1	14
opracował	1	9
podręcznik	1	10
skomputeryzowane	1	16
sprawozdawczości	1	16
lipcu	1	5
dodatkowo	1	9
kontaktach	1	10
przygotowywaniu	1	15
bieżąco	1	7
zgłasza	1	7
memorandów	1	10
dąży	1	4
znacznym	1	8
personel	1	8
gwarantowałby	1	13
zapewniałby	1	11
zarządowi	1	9
łatwy	1	5
oddawał	1	7
potrzebom	1	9
włożono	1	7
rezultacie	1	10
zaproponowałam	1	14
skomputeryzowanego	1	18
sprawozdawczość	1	15
nazwaliśmy	1	10
upport	1	6
syst	1	4
em	1	2
przyniosło	1	10
dostosowaniu	1	12
zaakceptowaniu	1	14
nowego	1	6
zorganizowałam	1	14
techniczną	1	10
bezustannie	1	11
monitorujemy	1	12
korzystanie	1	11
wprowadzamy	1	11
podnosić	1	8
wprowadziłam	1	12
upłynęło	1	8
uznałam	1	7
nadszedł	1	8
przypomnienie	1	13
zamiarem	1	8
dokumentowania	1	14
znaczna	1	7
luka	1	4
podawał	1	7
niewiele	1	8
opłacalności	1	12
poczyniono	1	10
luki	1	4
modułu	1	6
wskazówki	1	9
uzupełniona	1	11
modułami	1	8
zapoczątkowałam	1	15
aktualizację	1	12
aktualnymi	1	10
najlepszymi	1	11
praktykami	1	10
ważna	1	5
rutynowej	1	9
wykryty	1	7
przypadek	1	9
pojawi	1	6
podejrzenia	1	11
wykrycia	1	8
oznak	1	5
nielegalnej	1	11
korupcji	1	8
zagrażają	1	9
interesom	1	9
wydziałem	1	9
podejrzanych	1	12
monitoruje	1	10
wydziały	1	8
uzasadnione	1	11
dostarczone	1	11
dowody	1	6
wydziałom	1	9
korespondencję	1	14
pozyskania	1	10
dokładniejszych	1	15
szczegółów	1	10
zarzutów	1	8
otrzymanych	1	11
skargi	1	6
dostarczono	1	11
świadczących	1	12
nadużyciach	1	11
podmiotami	1	10
właściwymi	1	10
właściwości	1	11
łączących	1	9
śledzi	1	6
poważnie	1	8
traktujemy	1	10
najmniejsza	1	11
popełnienia	1	11
analizowane	1	11
przekazywane	1	12
następnym	1	9
najważniejszym	1	14
aktem	1	5
odnoszące	1	9
aktualnego	1	10
zaznaczyłam	1	11
finalizowania	1	13
niezręcznie	1	11
wdawać	1	6
przewiduję	1	10
przyjmie	1	8
wymienionym	1	11
działaniom	1	10
przyczyniłam	1	12
stanowiąca	1	10
ciągły	1	6
mieliby	1	7
sześciu	1	7
ułatwiłam	1	9
wyraziłby	1	9
przemyślałabym	1	14
przekazałabym	1	13
rządowi	1	7
uczynił	1	7
nominował	1	9
musiałby	1	8
stosowną	1	8
nominowanego	1	12
osobowe	1	7
imię	1	4
pinxten	1	7
karel	1	5
alfons	1	6
hugo	1	4
arnold	1	6
urodzenia	1	9
cywilny	1	7
troje	1	5
szkoła	1	6
średnia	1	7
sinthubertuscollege	1	19
