word_form	frequency	length
entrusted	2	9
assuming	2	8
obviously	2	9
delegate	2	8
terheli	2	7
működtetett	2	11
alapokhoz	2	9
interreg	2	8
liable	2	6
pontosítja	2	10
fennállásának	2	13
imprecise	2	9
designated	2	10
checked	2	7
koncessziója	2	12
szerződésről	2	12
bizottságát	2	11
alapokmánya	2	11
alábbiakkal	2	11
rendeltetése	2	12
szervei	2	7
határozathozatali	2	17
mechanizmusa	2	12
dissolution	2	11
acquires	2	8
képviseli	2	9
kihirdetésben	2	13
elnevezésének	2	13
rendeltetésének	2	15
címének	2	7
jogszabályainak	2	15
stressed	2	8
ect	2	3
managing	2	8
wish	2	4
stress	2	6
accorded	2	8
confine	2	7
offers	2	6
options	2	7
specifies	2	9
duration	2	8
equip	2	5
kiigazítására	2	13
képességeit	2	11
értékre	2	7
orosz	2	5
glonass	2	7
sikerének	2	9
indul	2	5
késedelmek	2	10
veszélybe	2	9
sodorhatják	2	11
felügyelet	2	10
közfinanszírozást	2	17
egyharmadára	2	12
finanszírozások	2	15
kitenni	2	7
értékesítésének	2	15
állásának	2	9
közfinanszírozási	2	17
éveiben	2	7
előirányozta	2	12
becsülhető	2	10
többé	2	5
13b	2	3
rendszerelemekre	2	16
használatából	2	13
bevételekhez	2	12
rendszerelemek	2	14
tulajdonjoga	2	12
optimalizálni	2	13
elvégzi	2	7
költségvetéssel	2	15
optimalizálása	2	14
betöltése	2	9
státust	2	7
tevékenységeire	2	15
hiányzó	2	7
14b	2	3
kifejlesztéséhez	2	16
fejlesszék	2	10
fegyelem	2	8
megépítését	2	11
felbocsátását	2	13
pénzösszeg	2	10
garanciákra	2	11
3c	2	2
3d	2	2
parafálása	2	10
bemutatásakor	2	13
évenkénti	2	9
követését	2	9
továbbfejlesztett	2	17
piacokat	2	8
partnerséget	2	12
túlmutat	2	8
előzetesen	2	10
vonatkozásairól	2	15
államokkal	2	10
választja	2	9
nyugvó	2	6
irányoz	2	7
előirányzat	2	11
elkülönített	2	12
ppp	2	3
koncessziótulajdonos	2	20
megosztását	2	11
eredményez	2	10
ám	2	2
ízben	2	5
előadójuk	2	9
közvetetten	2	11
végig	2	5
ugyanaz	2	7
hozzájusson	2	11
ütemezés	2	8
kezdetét	2	8
részleges	2	9
struktúra	2	9
megvizsgálta	2	12
elébe	2	5
könyvében	2	9
megosztása	2	10
visszatérítésére	2	16
utánra	2	6
meghozataláig	2	13
határára	2	8
nathalie	2	8
griesbeck	2	9
nina	2	4
škottová	2	8
összefoglalása	2	14
elérheti	2	8
munkalehetőséget	2	16
világszinten	2	12
infrastruktúrát	2	15
léptékű	2	7
szakasza	2	8
részvétele	2	10
háruló	2	6
sajátosságaira	2	14
fizetendő	2	9
meghatározásáért	2	16
megjegyzései	2	12
újítások	2	8
köszönhető	2	10
országokra	2	10
függőben	2	8
javaslatában	2	12
kényszerítő	2	11
költségekkel	2	12
helyénvalónak	2	13
tisztázásra	2	11
szülessen	2	9
felmerül	2	8
tulajdonnal	2	11
mechanizmusára	2	14
életképességének	2	16
egyszerűen	2	10
köre	2	4
folyósított	2	11
meghalad	2	8
cikkhez	2	7
12c	2	3
tulajdonjogából	2	15
befolyó	2	7
nils	2	4
lundgren	2	8
betűs	2	5
egységeknek	2	11
helyettesítheti	2	15
hangolhatja	2	11
kínálnia	2	8
élhet	2	5
forgalmat	2	9
serves	2	6
computerised	2	12
bíróságoknak	2	12
precisely	2	9
ordinary	2	8
onestage	2	8
twostage	2	8
endeavour	2	9
shortest	2	8
normally	2	8
confined	2	8
behajtása	2	9
jön	2	3
qualification	2	13
advance	2	7
kérelmezni	2	10
képviselőik	2	11
kereseti	2	8
kamat	2	5
ismertetését	2	12
érvek	2	5
felhozható	2	10
alátámasztására	2	15
indokok	2	7
aláírásra	2	9
keretfeltételekről	2	18
követelményei	2	13
teljesítésének	2	14
igénylőnek	2	10
kiegészítésére	2	14
helyesbítésére	2	14
indítson	2	8
ismert	2	6
kézbesítési	2	11
értesítésben	2	12
választási	2	10
lehetőségeiről	2	14
jogszabályaival	2	15
kézbesítést	2	11
jogosultságát	2	13
dátummal	2	8
átvételi	2	8
elismervényt	2	12
aláírja	2	7
visszaküldi	2	11
meghagyásban	2	12
kiadó	2	5
folytatódik	2	11
onestep	2	7
receives	2	8
him	2	3
month	2	5
végrehajthatósági	2	17
megtámadásának	2	14
meghagyással	2	12
melléklethez	2	12
szabályoznak	2	12
lépésétől	2	9
elteltével	2	10
tagállamra	2	10
tapasztalatokra	2	15
substantive	2	11
litigation	2	10
creates	2	7
eulevel	2	7
enforcing	2	9
judgment	2	8
introduces	2	10
obtain	2	6
expanding	2	9
encounter	2	9
dealing	2	7
argues	2	6
scenarios	2	9
home	2	4
instructed	2	10
draws	2	5
today	2	5
occurring	2	9
insecurity	2	10
consequent	2	10
avoided	2	7
cashman	2	7
giusto	2	6
catania	2	7
gál	2	3
kinga	2	5
elly	2	4
groenkouwenhoven	2	16
klamt	2	5
kósáné	2	6
kovács	2	6
magda	2	5
kudrycka	2	8
panayiotis	2	10
demetriou	2	9
siiri	2	5
oviir	2	5
viktória	2	8
kontinensekről	2	14
diákok	2	6
kívánta	2	7
jellemzőn	2	9
hallgatói	2	9
culture	2	7
adaptation	2	10
szeptemberében	2	14
berlinben	2	9
ülésező	2	7
szólították	2	11
tagjain	2	7
minőségbiztosításra	2	19
megegyezésen	2	12
irányait	2	8
csoporton	2	9
találkozón	2	10
bolognai	2	8
ülés	2	4
nyilvántartásának	2	17
javítsák	2	8
elismerését	2	11
regionálisak	2	12
országosak	2	10
általánosak	2	11
specializáltak	2	14
magánjellegűek	2	14
kívánatos	2	9
felállítani	2	11
eltöltött	2	9
fejlesszen	2	10
bergenben	2	9
szabványokkal	2	13
értékeléseiket	2	14
ajánlásban	2	10
felhasználni	2	12
állítsák	2	8
szektort	2	8
értékelésen	2	11
ügynökséget	2	11
választhassák	2	13
nyilvántartásból	2	16
amelyik	2	7
profiljuknak	2	12
országukban	2	11
természetű	2	10
intézményeket	2	13
törekedjenek	2	12
eb	2	2
elkészíteniük	2	13
tanárok	2	7
kutatók	2	7
partnerekkel	2	12
értékelésre	2	11
reassessment	2	12
improvements	2	12
bologna	2	7
steps	2	5
consolidation	2	13
comparability	2	13
harmonising	2	11
university	2	10
students	2	8
desired	2	7
degrees	2	7
academic	2	8
identify	2	8
distinguish	2	11
trust	2	5
ministry	2	8
foreign	2	7
minister	2	8
emerge	2	6
descamps	2	8
herrerotejedor	2	14
doris	2	5
prets	2	5
sifunakis	2	9
hannu	2	5
takkula	2	7
tomáš	2	5
zatloukal	2	9
2e	2	2
marzo	2	5
disciplina	2	10
pubblici	2	8
prevede	2	7
riallineamento	2	14
revisione	2	9
agli	2	4
amministrazioni	2	15
aggiudicatrici	2	14
mila	2	4
stabilita	2	9
cui	2	3
nell	2	4
vale	2	4
centrale	2	8
errore	2	6
materiale	2	9
siano	2	5
relativa	2	8
podestà	2	7
fernanda	2	8
rudi	2	4
ubeda	2	5
dam	2	3
kristensen	2	10
rivera	2	6
kihívásairól	2	12
aláhúzta	2	8
hálózatoknak	2	12
kör	2	3
innovative	2	10
lefektetéséről	2	14
szövegre	2	8
gyakoroljon	2	11
megpróbálja	2	11
segélyt	2	7
pointed	2	7
laufenden	2	9
projektenként	2	13
tightens	2	8
predictability	2	14
versenyjoggal	2	13
piaccal	2	7
magánfinanszírozás	2	18
módozatainak	2	12
hatékonynak	2	11
sszhangban	2	10
alkalmazásához	2	14
justify	2	7
excluding	2	9
államhatárokat	2	14
részével	2	8
kikötőket	2	9
hátországgal	2	12
szakaszokat	2	11
documentation	2	13
contracting	2	11
tényezőkből	2	11
működtetéséből	2	14
becslésekhez	2	12
alacsonyabbak	2	13
instances	2	9
multimodal	2	10
hálózathoz	2	10
hozzáférése	2	11
prioritásokhoz	2	14
elsőbbséget	2	11
interoperability	2	16
rail	2	4
navigation	2	10
enhanced	2	8
cargo	2	5
ütemezésére	2	11
coherent	2	8
benefited	2	9
pipeline	2	8
facto	2	5
részleteinek	2	12
alakítja	2	8
awarding	2	8
kérelmezhet	2	11
szemléket	2	9
inspections	2	11
leírásáról	2	10
leírását	2	8
csökkentéséről	2	14
felfüggesztéséről	2	17
kérték	2	6
visszakövetelhet	2	16
irregularities	2	14
fejeződtek	2	10
fejeződött	2	10
forrásairól	2	11
támogatható	2	11
benyújt	2	7
tevékenységével	2	15
brings	2	6
enlarged	2	8
xv	2	2
maastricht	2	10
highlevel	2	9
compiled	2	8
codecided	2	9
constitutes	2	11
worrying	2	8
revise	2	6
codecision	2	10
pe355733	2	8
underlines	2	10
existence	2	9
appropriations	2	14
allocations	2	11
risen	2	5
authorise	2	9
immense	2	7
unsustainable	2	13
determines	2	10
aside	2	5
estimates	2	9
proved	2	6
finance	2	7
earmarked	2	9
expert	2	6
kind	2	4
picture	2	7
duplication	2	11
többletértéket	2	14
energiahálózatokba	2	18
energiaszektorban	2	17
összpontosulnia	2	15
alternatívák	2	12
határon	2	7
összpontosítani	2	15
interoperabilitása	2	18
infrastruktúrára	2	16
tanulmányokhoz	2	14
munkálatokhoz	2	13
többféle	2	8
kamatainak	2	10
mozgósított	2	11
munkálatokra	2	12
halmozhatók	2	11
hivatkozáskor	2	13
notably	2	7
greatly	2	7
impetus	2	7
barcelona	2	9
annexe	2	6
planned	2	7
conclude	2	8
upper	2	5
attract	2	7
emphasise	2	9
inadequate	2	10
absolute	2	8
exists	2	6
recover	2	7
késés	2	5
veszélyeztetheti	2	16
periferikus	2	11
utóbbiak	2	8
élvezni	2	7
költségeit	2	10
becsülte	2	8
projektekhez	2	12
korszerűsítésének	2	17
mégpedig	2	8
felvetve	2	8
tranzit	2	7
betöltő	2	7
jellegük	2	8
felemelje	2	9
finanszírozáshoz	2	16
költségvetését	2	14
kiemeltnek	2	10
felemelt	2	8
egyszerűsítésre	2	15
szorulnának	2	11
behatárolt	2	10
támogatásnyújtás	2	16
megnövelése	2	11
mértéke	2	7
pénzalapok	2	10
alapfeltétele	2	13
összpontosítania	2	16
próbálnia	2	9
energiaügyre	2	12
folytatását	2	11
érvényű	2	7
kézhez	2	6
costly	2	6
rodi	2	4
kratsatsagaropoulou	2	19
dombrovskis	2	11
salvador	2	8
garriga	2	7
polledo	2	7
krzysztof	2	9
kuźmiuk	2	7
ralf	2	4
walter	2	6
lábjegyzet	2	10
kézzel	2	6
tolt	2	4
vibráló	2	7
hengerek	2	8
lapvibrátorok	2	13
3kw	2	3
vibrációs	2	9
döngölőgépek	2	12
földtolók	2	9
rakodógépek	2	11
ellensúllyal	2	12
emelőtargoncák	2	14
tömörítőerejű	2	13
lehúzólappal	2	12
felszerelt	2	10
útburkolatrakó	2	14
gépek	2	5
belsőégésű	2	10
motoros	2	7
betontörők	2	10
fejtőkapalácsok	2	15
fűnyírók	2	8
gyepvágók	2	9
gyepszegélyvágók	2	16
határértékeket	2	14
zajkibocsátási	2	14
permissible	2	11
technically	2	11
lawn	2	4
trimmers	2	8
feasible	2	8
rise	2	4
evangelia	2	9
tzampazi	2	8
megsértéséről	2	13
kiváltságokról	2	14
mentességekről	2	14
jeancharles	2	11
marchiani	2	9
fenntartásáról	2	14
semmisítőszék	2	13
cikkét	2	6
állampolgárságú	2	15
előnyt	2	6
helyezzék	2	9
felhívják	2	9
kijelentette	2	12
megkezdje	2	9
felügyeletében	2	14
ünnepélyesen	2	12
jogkörök	2	8
átruházásának	2	13
ameddig	2	7
időtartamot	2	11
megvizsgálására	2	15
jogba	2	5
átültetésére	2	12
teljesítésére	2	13
átláthatósági	2	13
kötelezettségekre	2	17
kategóriáira	2	12
kiterjesztéséről	2	16
főtevékenysége	2	14
árualapú	2	8
származtatott	2	13
ügyletekkel	2	11
sajátszámlás	2	12
vállalkozásként	2	15
engedélyezéséhez	2	16
felügyeletéhez	2	14
formájáról	2	10
meghatalmazottak	2	16
kinevezésére	2	12
megfelelőségéről	2	16
felügyeletükre	2	14
helyszínek	2	10
közzéteendő	2	11
közvetítők	2	10
fogalmakra	2	10
cikkeire	2	8
fogalomra	2	9
kapták	2	6
megkezdéséhez	2	13
piacműködtetőt	2	14
piacműködtetőnek	2	16
címben	2	6
megfelelnie	2	11
jegyzékbe	2	9
meghatalmazottakat	2	18
meghatalmazottaknak	2	19
előírtakhoz	2	11
amiket	2	6
közöltek	2	8
piacműködtető	2	13
platform	2	8
közlik	2	6
originally	2	10
participants	2	12
elaboration	2	11
summary	2	7
transpose	2	9
repeal	2	6
void	2	4
unanimously	2	11
garcíamargallo	2	14
marfil	2	6
letta	2	5
elérhetők	2	9
sajtótermékekben	2	16
kinevezés	2	9
jelöltnek	2	9
nyilatkoznia	2	12
válaszolnia	2	11
megbízatása	2	11
mentheti	2	8
szöveggel	2	9
rendeletekre	2	12
megfigyelőhálózat	2	17
betegségmegelőzési	2	18
járványvédelmi	2	14
termini	2	7
comunitarie	2	11
semplice	2	8
piano	2	5
scadenza	2	8
avviare	2	7
selezione	2	9
modo	2	4
potrebbe	2	8
solo	2	4
dopo	2	4
risultati	2	9
volta	2	5
giuridiche	2	10
compiti	2	7
politica	2	8
eea	2	3
effettuare	2	10
helyre	2	6
reappointment	2	13
remarks	2	7
roles	2	5
looking	2	7
looks	2	5
holding	2	7
centre	2	6
hands	2	5
endangering	2	11
specialised	2	11
hívja	2	5
decentralised	2	13
easa	2	4
appointment	2	11
thinks	2	6
hamper	2	6
ashley	2	6
mote	2	4
jas	2	3
gawronski	2	9
joost	2	5
lagendijk	2	9
keretről	2	8
kereteinek	2	10
vallás	2	6
meggyőződés	2	11
beállítottság	2	13
árukhoz	2	7
modifier	2	8
ordre	2	5
elvet	2	5
indokokkal	2	10
juridiquement	2	13
contraignante	2	13
egyenlőséggel	2	13
champ	2	5
solidaire	2	9
largement	2	9
favorisant	2	10
megkülönböztetéssel	2	19
malgré	2	6
existante	2	9
incitation	2	10
7b	2	2
7c	2	2
kibővült	2	8
megkezdett	2	10
származáson	2	11
valláson	2	8
fogyatékosságon	2	15
lancer	2	6
7d	2	2
romák	2	5
csoportjainak	2	13
minorités	2	9
ethniques	2	9
importantes	2	11
majorité	2	8
encontre	2	8
centraux	2	8
akarat	2	6
kulcsszerepet	2	13
mobilisation	2	12
attirer	2	7
problème	2	8
spécifique	2	10
veldmódosítás	2	13
combler	2	7
retards	2	7
nyitni	2	6
egt	2	3
feltéteknek	2	11
efta	2	4
egtországok	2	11
nyugatbalkáni	2	13
szomszédságpolitika	2	19
májusi	2	6
országonkénti	2	13
jellegre	2	8
harcban	2	7
interkulturális	2	15
ifjúság	2	7
polgárság	2	9
bevándorlás	2	11
menedékjog	2	10
elszenvedők	2	11
recours	2	7
existants	2	9
égale	2	5
sztereotípiák	2	13
előítéletek	2	11
certaine	2	8
flexibilité	2	11
revêtir	2	7
pédagogique	2	11
limiter	2	7
melléklettel	2	12
formáját	2	8
abordées	2	8
stades	2	6
neveznek	2	8
bánásmódnak	2	11
szervezeteit	2	12
célkitűzéseknek	2	15
átruházza	2	9
feladatának	2	11
együttműködik	2	13
érdekeiket	2	10
hatásköröket	2	12
átruházott	2	10
kiválasztása	2	12
előfeltételeként	2	16
követelményekkel	2	16
költségének	2	11
testületeknek	2	13
kezdeményezésekben	2	18
désignation	2	11
egtmegállapodást	2	16
eftaállamok	2	11
stratégiából	2	12
keretmegállapodás	2	17
társulási	2	9
fogalmaz	2	8
megerősítést	2	12
financières	2	11
montant	2	7
prévu	2	5
porté	2	5
internationales	2	15
telles	2	6
jelmondatok	2	11
tevékenységgel	2	14
utalva	2	6
tanúsítja	2	9
közszektorbeli	2	14
alárendelve	2	11
létrehozták	2	11
róla	2	4
megkezdése	2	10
számviteli	2	10
vezetett	2	8
garanciákkal	2	12
visszaszerzését	2	15
kiírt	2	5
felhívások	2	10
kibocsátásához	2	14
aláírását	2	9
küld	2	4
okokról	2	7
helytelenül	2	11
hatásköreinek	2	13
célkitűzésekkel	2	15
testületektől	2	13
felügyeletet	2	12
ünnepelt	2	8
terjesztését	2	12
versenyek	2	9
élargie	2	7
récemment	2	9
fondamental	2	11
lutter	2	6
intensité	2	9
était	2	5
intrinsèquement	2	15
liée	2	4
hommesfemmes	2	12
repris	2	6
ultérieurement	2	14
nice	2	4
encouragement	2	13
libellé	2	7
lorsque	2	7
conformément	2	12
précisément	2	11
celuici	2	7
prendre	2	7
sexe	2	4
juin	2	4
juillet	2	7
portant	2	7
faveur	2	6
éducation	2	9
biens	2	5
essentiellement	2	15
prévoir	2	7
favoriser	2	9
vaste	2	5
sous	2	4
résultats	2	9
organiser	2	9
dégagé	2	6
contacts	2	8
soumettre	2	9
ici	2	3
chargés	2	7
outil	2	5
pratiques	2	9
porter	2	6
adoptées	2	8
connaissance	2	12
mobiliser	2	9
dynamique	2	9
traiter	2	7
constitutionnel	2	15
figurent	2	8
génétiques	2	10
minorité	2	8
assurer	2	7
aura	2	4
associer	2	8
concrètement	2	12
citoyen	2	7
améliorer	2	9
publiques	2	9
seule	2	5
établit	2	7
intégration	2	11
réflexion	2	9
façon	2	5
charta	2	6
jogilag	2	7
lefekteti	2	9
tevékenykedő	2	12
tartalmazzák	2	12
megvalósító	2	11
képviselőjéből	2	14
közösségszerte	2	14
kaphatnak	2	9
költségvetéséből	2	16
szerződéseket	2	13
jogú	2	4
népszerűsítésében	2	17
hiltrud	2	7
breyer	2	6
lívia	2	5
járóka	2	6
agustín	2	7
díaz	2	4
mera	2	4
consuegra	2	9
sylviayvonne	2	12
kaufmann	2	8
kérdőívre	2	9
írország	2	8
dublin	2	6
dáil	2	4
gaeltacht	2	9
pártközi	2	8
soros	2	5
elnökségét	2	10
decemberében	2	12
kormányok	2	9
termékeinek	2	11
elemzéséért	2	11
januártól	2	9
biztosítás	2	10
fogalmazott	2	11
jogszerűsége	2	12
megfogalmazásában	2	17
tiszta	2	6
egyértelműséget	2	15
közvéleményre	2	13
következetesen	2	14
okainak	2	7
folytatja	2	9
jelezze	2	7
fontosabb	2	9
javítást	2	8
fenntartások	2	12
felülvizsgált	2	13
essenek	2	7
tudatában	2	9
feladatát	2	9
valóságos	2	9
kellemetlenek	2	13
orvosolni	2	9
irányításában	2	13
fellelhető	2	10
pontokat	2	8
személyzete	2	11
eredményekre	2	12
nyíltan	2	7
megvitatásra	2	12
kötődik	2	7
ütemterve	2	9
bizonyulhat	2	11
vállalni	2	8
tudniuk	2	7
pénzüket	2	8
szemében	2	8
hogyha	2	6
irányításhoz	2	12
szövegbe	2	8
elmagyarázni	2	12
fellelt	2	7
megjegyezni	2	11
válna	2	5
egyetértek	2	10
torzul	2	6
félre	2	5
hajlandó	2	8
százalékát	2	10
jelezte	2	7
közzéteszik	2	11
külkapcsolati	2	13
fejlesztéseket	2	14
nőtt	2	4
következetesség	2	15
indítottak	2	10
pénzgazdálkodási	2	16
kultúráját	2	10
legalacsonyabb	2	14
elérik	2	6
egészen	2	7
készítése	2	9
barátságos	2	10
álljak	2	6
találkozásra	2	12
témák	2	5
megválasztott	2	13
kérdésről	2	9
stabilitás	2	10
alábbiakat	2	10
vette	2	5
problémákra	2	11
alternatíva	2	11
keresni	2	7
kritériumokkal	2	14
lehetőségem	2	11
eszmecserére	2	12
lépjenek	2	8
sorra	2	5
szerepben	2	9
ellenőrök	2	9
megengedi	2	9
építsen	2	7
élnek	2	5
végeredményben	2	14
alkotmánytervezetben	2	20
megjegyzést	2	11
javítsa	2	7
csoportokat	2	11
rendszerét	2	10
informatika	2	11
megbízatást	2	11
fogadhatnak	2	11
feladataimat	2	12
végzem	2	6
ütközne	2	7
feladataimmal	2	13
töltöttem	2	9
államminiszter	2	14
foglalkozott	2	12
dohány	2	6
részlegben	2	10
változást	2	9
értek	2	5
véget	2	5
januárjától	2	11
elnöki	2	6
posztot	2	7
követik	2	7
határidőben	2	11
számítógépesített	2	17
ellenőrzéstervezési	2	19
jelentési	2	9
észrevételekkel	2	15
megállapításokat	2	16
befejezését	2	11
aktívan	2	7
eligazítást	2	11
tudott	2	6
szolgáltat	2	10
munkába	2	7
elfogadják	2	10
gondoltam	2	9
minőségellenőrzés	2	17
kezdeményeztem	2	14
kézikönyvének	2	13
gyanúja	2	7
csalásra	2	8
részleggel	2	10
végez	2	5
bizonyíték	2	10
végbement	2	9
fejleményeket	2	13
kézzelfogható	2	13
olafhoz	2	7
minősülő	2	8
megtévesztésre	2	14
illetékessége	2	13
felvetett	2	9
illetékesek	2	11
előrehaladását	2	14
véleményre	2	10
vége	2	4
pénzügyeivel	2	12
említettem	2	10
válaszomban	2	11
csaknem	2	7
jelöltségemről	2	14
kormány	2	7
nős	2	3
neerpelt	2	8
british	2	7
tanulmányút	2	11
pénzügyekről	2	12
feladatot	2	9
jogszerűségét	2	13
meghozatalában	2	14
szabálytalanságok	2	17
azonosítása	2	11
politikára	2	10
következtetéseit	2	16
sajtóval	2	8
rendszereken	2	12
gyakorlatot	2	11
tevékenységeiről	2	16
éri	2	3
eredmény	2	8
jogszerű	2	8
elszámolási	2	11
célkitűzésektől	2	15
felismerését	2	12
korrigálását	2	12
nélkülözhetetlenek	2	18
törekvése	2	9
megállapításainak	2	17
következményeit	2	15
tartalmilag	2	11
párbeszédnek	2	12
írásbeli	2	8
tartom	2	6
kivitelezése	2	12
ismerem	2	7
racionalizálását	2	16
szerkezetének	2	13
stabilitását	2	12
előírások	2	9
tartalmi	2	8
körűen	2	6
összeállítása	2	13
egyszerűbbé	2	11
megtervezésére	2	14
járnak	2	6
bevételeket	2	11
tartalmazhatnak	2	15
következtetéseket	2	17
szolgálhatnak	2	13
meggyőződésem	2	13
intézményes	2	11
kamarai	2	7
körülményekhez	2	14
adta	2	4
foglalom	2	8
fogadok	2	7
számvevői	2	9
összefügg	2	9
objektivitás	2	12
elengedhetetlenül	2	17
tagjával	2	8
tagjaira	2	8
leuveni	2	7
számvevő	2	8
mezőgazdasággal	2	15
elmondhatom	2	11
célirányos	2	10
megkövetelik	2	12
complutense	2	11
karán	2	5
professzor	2	10
folytattam	2	10
kar	2	3
legfelsőbb	2	10
témáiban	2	8
financiero	2	10
española	2	8
hacienda	2	8
estatal	2	7
tribunal	2	8
cuentas	2	7
tributarias	2	11
haciendas	2	9
autonómica	2	10
presupuestos	2	12
generales	2	9
tributarios	2	11
precios	2	7
presupuesto	2	11
familiar	2	8
régimen	2	7
aspectos	2	8
nuevas	2	6
reglas	2	6
impuesto	2	8
vía	2	3
számító	2	7
latinamerikai	2	13
parlamentközi	2	13
kongresszusszenátus	2	19
témájában	2	9
számvevőszékkel	2	15
decentralizációs	2	16
kormányközi	2	11
intézetének	2	11
közkiadások	2	11
készítettem	2	11
alkotmánybírósághoz	2	19
erőre	2	5
fellebbezéseket	2	15
költségvetésről	2	15
szempontot	2	10
érdemes	2	7
szabályszerűsége	2	16
bemutatásán	2	11
rámutatnak	2	10
kialakítandó	2	12
képhez	2	6
szabálytalanságokat	2	19
gazdálkodása	2	12
előfordulhat	2	12
közelebb	2	8
megléte	2	7
tevékenységre	2	13
hatalmak	2	8
igazgatása	2	10
nehézségei	2	10
tételeket	2	9
átláthatóságnak	2	15
beavatkozás	2	11
vonatkozásainak	2	15
egyensúlya	2	10
különjelentések	2	15
neki	2	4
jelentésekre	2	12
eredményezi	2	11
ment	2	4
megkezdődött	2	12
véleményemet	2	12
odaítélésekor	2	13
bürokratikus	2	12
alapelvet	2	9
kiadásai	2	8
eljárásai	2	9
összehangolják	2	14
ezelőtt	2	7
valamelyik	2	10
alternatívát	2	12
valósult	2	8
válni	2	5
kamarák	2	7
munkámat	2	8
szubjektív	2	10
ajánlásokat	2	11
eutól	2	5
tagállamokon	2	12
követve	2	7
szentelve	2	9
elkötelezettségeim	2	18
életem	2	6
szakaszaiban	2	12
választottak	2	12
pártnak	2	7
indultam	2	8
tettem	2	6
téma	2	4
foglalkoztam	2	12
spanyolország	2	13
vitában	2	7
tanácsadás	2	10
egésze	2	6
elutasítása	2	11
jogtudományi	2	12
igf	2	3
főellenőr	2	9
ellenőr	2	7
helyettese	2	10
koordinálását	2	13
minisztériumok	2	14
indepd	2	6
indústrias	2	10
participações	2	13
defesa	2	6
europol	2	7
sigma	2	5
cocolaf	2	7
kiküldött	2	9
delegáció	2	9
eszak	2	5
januárja	2	8
modellről	2	9
csoportelnökévé	2	15
tevékenységekért	2	16
dassal	2	6
wynn	2	4
fektet	2	6
felismerte	2	10
megközelítése	2	13
korlátait	2	9
rámutatott	2	10
használhatónak	2	14
elszámolás	2	10
jogszerűségére	2	14
szabályszerűségére	2	18
biztosítékokat	2	14
teljesebb	2	9
megértése	2	9
nyílik	2	6
megközelítésének	2	16
dokumentumokban	2	15
tette	2	5
változásoknak	2	13
világosabb	2	10
bizonnyal	2	9
állampolgárnak	2	14
elemzésére	2	10
kultúrának	2	10
jellemzőkkel	2	12
ülést	2	5
megerősítésével	2	15
elvnek	2	6
eredményeinek	2	13
mentesítése	2	11
tudnának	2	8
ütemtervéről	2	12
tagságát	2	8
szentel	2	7
tényezőknek	2	11
gyorsítsa	2	9
kormánytól	2	10
szervtől	2	8
objektíven	2	10
felvállalt	2	10
főosztályon	2	11
közre	2	5
kérdésének	2	10
tisztviselő	2	11
bírája	2	6
dolgozik	2	8
határozatokért	2	14
luiss	2	5
társadalomtudományok	2	20
szabadegyeteme	2	14
tanévtől	2	8
tanévig	2	7
tanévben	2	8
számvitel	2	9
oktatta	2	7
oktatása	2	8
oktat	2	5
felállított	2	11
közgyűlésének	2	13
kötelezettségeinek	2	18
meghatározásáról	2	16
ezekben	2	7
angol	2	5
fasc	2	4
globalizzazione	2	15
napoli	2	6
corruption	2	10
libertà	2	7
giudice	2	7
costituzionale	2	14
universidad	2	11
perspectivas	2	12
hiányzik	2	8
gazdaságosság	2	13
hatásosság	2	10
hiányos	2	7
kifejezni	2	9
törvényesség	2	12
természetének	2	13
példaként	2	9
hivatkozással	2	13
soron	2	5
alakul	2	6
vonatkozásokat	2	14
hangolni	2	8
könnyű	2	6
átgondolni	2	10
törekvésnek	2	11
szinteken	2	9
követéséhez	2	11
ellenőrzésnek	2	13
utóbbinak	2	9
számolnak	2	9
alakítsanak	2	11
nyilvánvalóvá	2	13
tekint	2	6
kormányai	2	9
juttatott	2	9
tartozás	2	8
bíróként	2	8
érdeklődésem	2	12
általánosabb	2	12
időközönként	2	12
elősegítéséhez	2	14
plays	2	5
igazodik	2	8
meghatározáshoz	2	15
megegyező	2	9
állapotáról	2	11
nonimplementation	2	17
sanctioned	2	10
infringement	2	12
ekjog	2	5
követett	2	8
hozzájárulásukra	2	16
hatásukra	2	9
ével	2	4
tízéves	2	7
close	2	5
megszorítóan	2	12
közérdeket	2	10
kibocsátásokra	2	14
vonatkozike	2	11
implements	2	10
deviates	2	8
meanwhile	2	9
enlarges	2	8
confidentiality	2	15
egészére	2	8
verziót	2	7
version	2	7
iva	2	3
elfogad	2	7
funded	2	6
fogalommeghatározás	2	19
költségvetésekhez	2	17
kapcsolódókat	2	13
munkaprogramjait	2	16
jogalapjukra	2	12
számítógépes	2	12
információnak	2	13
gyűjtött	2	8
assist	2	6
shift	2	5
franciabekezdése	2	16
közzétételhez	2	13
nyomós	2	6
kibocsátásra	2	12
tagállamból	2	11
kivételt	2	8
legsürgősebben	2	14
hatóságról	2	10
promptly	2	8
kérelmezők	2	10
charges	2	7
veszély	2	7
idézike	2	7
kérelme	2	7
veszélyből	2	10
tárolják	2	8
lives	2	5
harm	2	4
amelytől	2	8
beszerezhető	2	12
módosításának	2	13
tájékozódásra	2	13
felkészülésre	2	13
megtételére	2	11
nyolchetes	2	10
meghallgatások	2	14
tervhez	2	7
politikához	2	11
fűzni	2	5
lerövidíthetők	2	14
négyhetes	2	9
közlését	2	8
mulasztás	2	9
mérlegelnie	2	11
